,default_wgt_sum,default_count,current_count
 dod,0.0,1.0,129314.0
 doe,0.0,1.0,129314.0
 dog,0.0,6.0,129309.0
 dol,0.0,2.0,129313.0
 dom,1.0,4.0,129311.0
 don,0.0,9.0,129306.0
 doo,0.0,12.0,129303.0
 dos,0.0,8.0,129307.0
 dot,0.0,4.0,129311.0
 dow,0.0,1.0,129314.0
 dpc,0.0,1.0,129314.0
 dpm,0.0,1.0,129314.0
 dpt,1.0,3.0,129312.0
 dr$,0.0,2.0,129313.0
 dra,0.91,27.0,129288.0
 dre,0.0,6.0,129309.0
 drg,0.0,2.0,129313.0
 dri,84.17999999999998,1673.0,127642.0
 dro,0.0,1.0,129314.0
 dru,1.0,6.0,129309.0
 drv,0.0,1.0,129314.0
 dry,0.0,3.0,129312.0
 dsd,0.0,1.0,129314.0
 dsk,0.0,1.0,129314.0
 dsp,0.0,1.0,129314.0
 dua,1.33,5.0,129310.0
 duc,0.0,3.0,129312.0
 due,0.0,3.0,129312.0
 dui,0.0,1.0,129314.0
 dum,0.0,2.0,129313.0
 dur,0.23,1.0,129314.0
 dut,0.75,31.0,129284.0
 dvm,0.0,1.0,129314.0
 dvr,0.0,1.0,129314.0
 dwd,0.0,1.0,129314.0
 dye,0.0,1.0,129314.0
 dyn,0.0,1.0,129314.0
 e 9,0.0,1.0,129314.0
 e b,0.0,1.0,129314.0
 e l,1.0,1.0,129314.0
 e s,0.0,1.0,129314.0
 e t,0.0,2.0,129313.0
 e4$,0.0,1.0,129314.0
 e5 ,0.0,2.0,129313.0
 e5$,0.0,4.0,129311.0
 e6 ,0.0,1.0,129314.0
 e6$,1.23,15.0,129300.0
 e7 ,0.0,2.0,129313.0
 e7$,0.75,19.0,129296.0
 e8$,0.0,7.0,129308.0
 e9$,0.0,3.0,129312.0
 ea$,0.0,1.0,129314.0
 ear,0.0,5.0,129310.0
 eas,0.0,8.0,129307.0
 eat,0.0,1.0,129314.0
 ebu,0.0,4.0,129311.0
 ec$,0.0,1.0,129314.0
 ece,0.0,1.0,129314.0
 ecf,0.0,1.0,129314.0
 ech,0.0,1.0,129314.0
 ecm,0.0,2.0,129313.0
 eco,0.0,23.0,129292.0
 ed ,1.23,30.0,129285.0
 edg,0.0,1.0,129314.0
 edi,2.21,115.0,129200.0
 edr,0.0,1.0,129314.0
 edu,8.98,238.0,129077.0
 eeg,0.0,2.0,129313.0
 eeo,0.0,2.0,129313.0
 eff,0.0,6.0,129309.0
 eft,0.0,1.0,129314.0
 ehs,0.0,5.0,129310.0
 ei ,0.0,1.0,129314.0
 eis,0.0,1.0,129314.0
 el ,0.0,1.0,129314.0
 ela,0.0,1.0,129314.0
 ele,8.39,217.0,129098.0
 eli,0.0,11.0,129304.0
 elk,0.0,1.0,129314.0
 ell,0.0,1.0,129314.0
 els,0.0,1.0,129314.0
 ely,0.0,1.0,129314.0
 em1,0.0,1.0,129314.0
 ema,0.0,2.0,129313.0
 emb,0.0,4.0,129311.0
 eme,0.0,13.0,129302.0
 emg,0.75,2.0,129313.0
 emo,0.0,1.0,129314.0
 emp,1.0,58.0,129257.0
 ems,0.0,5.0,129310.0
 emt,1.0,27.0,129288.0
 en$,0.0,2.0,129313.0
 ena,0.0,3.0,129312.0
 enc,0.0,1.0,129314.0
 end,1.0,51.0,129264.0
 ene,0.75,5.0,129310.0
 enf,4.140000000000001,111.0,129204.0
 eng,83.51999999999997,3351.0,125964.0
 enh,0.0,3.0,129312.0
 eni,1.0,4.0,129311.0
 enl,0.0,8.0,129307.0
 enr,0.23,14.0,129301.0
 ent,3.75,94.0,129221.0
 env,2.0,41.0,129274.0
 ep ,0.0,1.0,129314.0
 epi,0.0,3.0,129312.0
 eps,0.0,1.0,129314.0
 eq ,0.0,2.0,129313.0
 eqi,0.0,2.0,129313.0
 equ,6.25,150.0,129165.0
 er ,0.0,3.0,129312.0
 er$,0.0,5.0,129310.0
 erg,0.0,1.0,129314.0
 eri,0.0,1.0,129314.0
 erm,0.0,1.0,129314.0
 erp,0.0,3.0,129312.0
 ers,0.0,1.0,129314.0
 esc,0.0,12.0,129303.0
 ese,0.0,1.0,129314.0
 esi,0.0,1.0,129314.0
 esp,0.0,2.0,129313.0
 est,7.850000000000001,145.0,129170.0
 esu,0.0,1.0,129314.0
 euc,0.0,1.0,129314.0
 eur,0.0,1.0,129314.0
 eva,2.75,19.0,129296.0
 eve,1.0,60.0,129255.0
 evi,0.0,2.0,129313.0
 evs,0.0,2.0,129313.0
 ex ,0.0,2.0,129313.0
 ex$,0.23,2.0,129313.0
 exa,12.040000000000001,183.0,129132.0
 exc,0.0,17.0,129298.0
 exe,24.66,608.0,128707.0
 exh,0.0,1.0,129314.0
 exi,0.0,1.0,129314.0
 exm,0.0,1.0,129314.0
 exp,2.75,94.0,129221.0
 exr,0.0,1.0,129314.0
 ext,0.0,18.0,129297.0
 exx,0.0,1.0,129314.0
 eye,0.0,2.0,129313.0
 f a,0.0,1.0,129314.0
 f35,0.0,1.0,129314.0
 fab,0.0,30.0,129285.0
 fac,5.0,172.0,129143.0
 fai,0.0,4.0,129311.0
 fal,0.0,1.0,129314.0
 fam,0.0,18.0,129297.0
 far,1.0,13.0,129302.0
 fas,0.0,2.0,129313.0
 fb ,0.0,3.0,129312.0
 fb$,1.0,1.0,129314.0
 fbo,0.0,1.0,129314.0
 fc$,0.0,1.0,129314.0
 fcc,0.0,1.0,129314.0
 fcm,0.0,1.0,129314.0
 fe ,0.0,1.0,129314.0
 fea,0.0,2.0,129313.0
 fed,0.0,11.0,129304.0
 fee,0.0,1.0,129314.0
 fei,0.0,2.0,129313.0
 fel,1.46,37.0,129278.0
 fer,0.0,1.0,129314.0
 fha,0.0,1.0,129314.0
 fi ,0.0,1.0,129314.0
 fia,0.0,1.0,129314.0
 fib,0.0,3.0,129312.0
 fic,0.0,2.0,129313.0
 fid,0.0,1.0,129314.0
 fie,5.58,147.0,129168.0
 fig,1.23,17.0,129298.0
 fil,0.0,26.0,129289.0
 fin,13.020000000000001,518.0,128797.0
 fir,4.0,87.0,129228.0
 fis,0.0,8.0,129307.0
 fit,2.75,54.0,129261.0
 fix,1.0,6.0,129309.0
 fl ,0.0,1.0,129314.0
 fla,0.0,2.0,129313.0
 fle,1.75,21.0,129294.0
 fli,0.0,18.0,129297.0
 flo,1.58,42.0,129273.0
 flu,0.0,4.0,129311.0
 fms,0.0,1.0,129314.0
 foc,0.0,1.0,129314.0
 foh,0.0,1.0,129314.0
 foi,0.75,2.0,129313.0
 fol,1.0,6.0,129309.0
 foo,0.75,68.0,129247.0
 for,18.19,416.0,128899.0
 fos,0.0,3.0,129312.0
 fou,0.75,14.0,129301.0
 fp ,0.0,1.0,129314.0
 fpa,0.0,4.0,129311.0
 fra,0.0,25.0,129290.0
 fre,0.23,12.0,129303.0
 fro,1.75,28.0,129287.0
 fs$,0.0,1.0,129314.0
 fsn,0.0,1.0,129314.0
 fso,0.0,3.0,129312.0
 fsp,0.0,1.0,129314.0
 fsq,0.0,1.0,129314.0
 fst,0.0,1.0,129314.0
 ft ,0.0,1.0,129314.0
 ft$,0.0,1.0,129314.0
 ftc,0.0,1.0,129314.0
 fue,0.0,4.0,129311.0
 fuf,0.0,1.0,129314.0
 ful,0.0,18.0,129297.0
 fun,4.66,44.0,129271.0
 fur,1.0,7.0,129308.0
 fut,0.0,2.0,129313.0
 g t,0.0,1.0,129314.0
 g4$,0.0,1.0,129314.0
 ga ,0.0,1.0,129314.0
 ga$,0.0,3.0,129312.0
 gab,0.0,1.0,129314.0
 gag,0.0,1.0,129314.0
 gal,0.0,1.0,129314.0
 gam,6.08,78.0,129237.0
 gan,0.0,2.0,129313.0
 gar,0.0,9.0,129306.0
 gas,0.0,7.0,129308.0
 gat,0.0,2.0,129313.0
 gcs,0.0,1.0,129314.0
 gdu,0.0,1.0,129314.0
 ge ,0.0,1.0,129314.0
 geb,0.0,1.0,129314.0
 gee,0.0,2.0,129313.0
 gen,9.450000000000001,214.0,129101.0
 geo,0.0,10.0,129305.0
 get,0.0,1.0,129314.0
 gfi,0.0,1.0,129314.0
 ghe,0.0,1.0,129314.0
 gif,0.0,13.0,129302.0
 gis,0.0,7.0,129308.0
 giv,2.5,35.0,129280.0
 gl ,0.0,1.0,129314.0
 gla,0.0,3.0,129312.0
 gle,0.0,1.0,129314.0
 glo,2.73,47.0,129268.0
 gm ,0.0,5.0,129310.0
 gm$,0.0,10.0,129305.0
 gmp,0.0,1.0,129314.0
 gms,0.0,1.0,129314.0
 gol,1.0,19.0,129296.0
 goo,0.0,3.0,129312.0
 gov,2.0,29.0,129286.0
 gqr,0.0,1.0,129314.0
 gra,1.23,96.0,129219.0
 gre,0.0,2.0,129313.0
 gri,0.23,11.0,129304.0
 gro,2.5,109.0,129206.0
 grs,0.0,1.0,129314.0
 gru,0.75,1.0,129314.0
 gs ,0.0,2.0,129313.0
 gs1,1.75,9.0,129306.0
 gs6,0.0,1.0,129314.0
 gs9,0.0,2.0,129313.0
 gua,4.75,66.0,129249.0
 gue,0.0,8.0,129307.0
 gui,0.23,9.0,129306.0
 gun,0.0,3.0,129312.0
 gur,0.0,1.0,129314.0
 gxm,1.0,1.0,129314.0
 gym,0.0,1.0,129314.0
 gyn,0.0,2.0,129313.0
 h h,0.0,1.0,129314.0
 h r,0.0,2.0,129313.0
 hab,0.0,2.0,129313.0
 hag,0.0,1.0,129314.0
 hai,0.0,3.0,129312.0
 hal,0.0,3.0,129312.0
 ham,0.0,1.0,129314.0
 han,11.64,206.0,129109.0
 har,0.0,13.0,129302.0
 hau,1.0,25.0,129290.0
 hav,0.0,1.0,129314.0
 hay,0.0,1.0,129314.0
 haz,0.0,4.0,129311.0
 hbc,0.0,1.0,129314.0
 hcr,0.0,1.0,129314.0
 hea,8.38,376.0,128939.0
 hed,0.0,1.0,129314.0
 hel,4.5,79.0,129236.0
 hem,0.0,5.0,129310.0
 hep,0.0,2.0,129313.0
 hgh,0.0,1.0,129314.0
 hhe,0.0,1.0,129314.0
 hi ,0.0,1.0,129314.0
 hic,0.0,1.0,129314.0
 hig,0.0,16.0,129299.0
 hil,0.0,3.0,129312.0
 him,0.0,1.0,129314.0
 hip,0.0,1.0,129314.0
 hir,0.0,1.0,129314.0
 his,0.0,8.0,129307.0
 hit,1.0,2.0,129313.0
 hlt,0.0,1.0,129314.0
 hme,0.0,1.0,129314.0
 hmo,0.0,1.0,129314.0
 hnd,0.0,1.0,129314.0
 hob,0.0,1.0,129314.0
 hoc,0.0,2.0,129313.0
 hod,0.0,1.0,129314.0
 hol,0.0,8.0,129307.0
 hom,1.23,53.0,129262.0
 hon,1.0,3.0,129312.0
 hoo,0.0,1.0,129314.0
 hop,0.0,1.0,129314.0
 hor,0.0,1.0,129314.0
 hos,3.75,63.0,129252.0
 hot,0.0,7.0,129308.0
 hou,2.75,76.0,129239.0
 how,0.0,1.0,129314.0
 hr ,1.0,70.0,129245.0
 hr$,4.08,39.0,129276.0
 hra,0.0,2.0,129313.0
 hri,0.0,9.0,129306.0
 hrm,0.0,1.0,129314.0
 hrp,0.0,1.0,129314.0
 hrt,0.0,1.0,129314.0
 hs$,0.0,1.0,129314.0
 hsa,0.0,1.0,129314.0
 hse,0.0,3.0,129312.0
 hsk,0.0,1.0,129314.0
 ht ,0.0,1.0,129314.0
 htm,0.0,1.0,129314.0
 hts,0.0,1.0,129314.0
 hub,0.0,3.0,129312.0
 hud,0.0,3.0,129312.0
 hum,0.0,141.0,129174.0
 huy,0.0,1.0,129314.0
 hv ,0.0,1.0,129314.0
 hva,0.0,11.0,129304.0
 hvy,0.0,1.0,129314.0
 hw ,0.0,1.0,129314.0
 hwy,0.0,1.0,129314.0
 hyd,0.0,3.0,129312.0
 hyg,3.48,153.0,129162.0
 hyp,0.0,2.0,129313.0
 i  ,0.0,2.0,129313.0
 i a,0.0,2.0,129313.0
 i b,0.0,1.0,129314.0
 i c,0.0,1.0,129314.0
 i l,0.0,1.0,129314.0
 i m,0.0,2.0,129313.0
 i n,0.0,1.0,129314.0
 i o,0.0,1.0,129314.0
 i s,0.0,1.0,129314.0
 i t,0.0,3.0,129312.0
 i w,0.0,1.0,129314.0
 ia ,0.0,1.0,129314.0
 iap,0.0,1.0,129314.0
 ibe,0.0,1.0,129314.0
 ibm,0.0,1.0,129314.0
 ic ,0.0,2.0,129313.0
 ice,0.0,1.0,129314.0
 icm,0.0,1.0,129314.0
 icu,0.0,13.0,129302.0
 id ,0.0,1.0,129314.0
 id$,0.0,1.0,129314.0
 ide,0.0,4.0,129311.0
 if ,0.0,3.0,129312.0
 ife,0.0,1.0,129314.0
 ig ,0.0,1.0,129314.0
 ign,0.0,1.0,129314.0
 ih$,0.0,1.0,129314.0
 ii ,1.33,29.0,129286.0
 ii$,14.080000000000002,597.0,128718.0
 iii,5.37,315.0,129000.0
 iiz,0.0,1.0,129314.0
 ik ,0.0,1.0,129314.0
 ill,0.0,4.0,129311.0
 ils,0.0,1.0,129314.0
 ima,0.0,18.0,129297.0
 imm,0.0,7.0,129308.0
 imp,1.98,89.0,129226.0
 ims,0.0,1.0,129314.0
 in ,2.0,49.0,129266.0
 inb,0.0,2.0,129313.0
 inc,1.0,77.0,129238.0
 ind,1.0,26.0,129289.0
 inf,6.5,224.0,129091.0
 ing,0.0,3.0,129312.0
 inh,0.0,2.0,129313.0
 ini,0.0,5.0,129310.0
 inj,0.0,4.0,129311.0
 ink,0.0,1.0,129314.0
 inm,0.0,2.0,129313.0
 inn,0.0,9.0,129306.0
 inp,0.0,4.0,129311.0
 ins,20.48,725.0,128590.0
 int,5.98,279.0,129036.0
 inv,7.44,211.0,129104.0
 ion,0.0,2.0,129313.0
 ios,0.0,2.0,129313.0
 ipe,0.0,1.0,129314.0
 ipm,0.0,1.0,129314.0
 ipr,0.0,1.0,129314.0
 ir ,0.0,1.0,129314.0
 ire,0.0,1.0,129314.0
 iro,1.0,9.0,129306.0
 irr,1.0,3.0,129312.0
 is ,0.0,6.0,129309.0
 is$,0.0,1.0,129314.0
 isa,0.0,1.0,129314.0
 isd,0.0,5.0,129310.0
 ise,0.0,1.0,129314.0
 isg,0.0,1.0,129314.0
 isl,0.0,1.0,129314.0
 iso,0.0,1.0,129314.0
 isr,0.0,3.0,129312.0
 iss,0.0,4.0,129311.0
 ist,0.0,1.0,129314.0
 it ,2.75,128.0,129187.0
 it$,3.75,110.0,129205.0
 ite,0.0,1.0,129314.0
 itr,0.0,1.0,129314.0
 its,0.0,5.0,129310.0
 iv ,0.0,3.0,129312.0
 iv$,0.75,69.0,129246.0
 ive,0.0,1.0,129314.0
 j2e,0.0,1.0,129314.0
 jac,0.0,4.0,129311.0
 jag,0.0,1.0,129314.0
 jai,0.0,2.0,129313.0
 jan,0.0,5.0,129310.0
 jav,0.0,6.0,129309.0
 jcc,0.0,1.0,129314.0
 jcm,0.0,1.0,129314.0
 jef,0.0,1.0,129314.0
 jet,0.0,1.0,129314.0
 jew,0.0,2.0,129313.0
 jit,0.0,1.0,129314.0
 jl ,0.0,1.0,129314.0
 job,0.0,11.0,129304.0
 joc,0.0,1.0,129314.0
 joh,0.0,3.0,129312.0
 jos,1.0,3.0,129312.0
 jou,0.23,16.0,129299.0
 joy,0.0,1.0,129314.0
 jr ,0.0,4.0,129311.0
 jr$,0.0,1.0,129314.0
 jro,0.0,2.0,129313.0
 js ,0.0,1.0,129314.0
 jud,0.58,19.0,129296.0
 jun,0.0,3.0,129312.0
 jur,0.0,1.0,129314.0
 jus,0.0,9.0,129306.0
 juv,0.0,6.0,129309.0
 k g,0.0,1.0,129314.0
 k t,0.0,2.0,129313.0
 k12,0.0,1.0,129314.0
 k9 ,0.0,2.0,129313.0
 k9$,0.0,1.0,129314.0
 kan,0.0,2.0,129313.0
 kee,2.23,41.0,129274.0
 ken,0.0,1.0,129314.0
 kep,0.0,2.0,129313.0
 ket,0.0,1.0,129314.0
 key,0.0,6.0,129309.0
 kia,0.0,1.0,129314.0
 kic,0.0,1.0,129314.0
 kid,0.0,1.0,129314.0
 kin,0.0,4.0,129311.0
 kir,0.0,1.0,129314.0
 kit,1.0,13.0,129302.0
 kni,1.0,1.0,129314.0
 knm,0.0,1.0,129314.0
 kno,1.0,5.0,129310.0
 kos,0.0,1.0,129314.0
 kri,0.0,1.0,129314.0
 ktr,0.0,1.0,129314.0
 ky ,0.0,1.0,129314.0
 l a,0.0,1.0,129314.0
 l2$,0.0,2.0,129313.0
 la ,0.0,1.0,129314.0
 lab,14.25,234.0,129081.0
 lac,0.0,2.0,129313.0
 lai,0.0,1.0,129314.0
 lak,0.91,3.0,129312.0
 lan,0.75,78.0,129237.0
 lap,0.0,1.0,129314.0
 lar,0.0,2.0,129313.0
 las,0.0,6.0,129309.0
 lat,0.0,16.0,129299.0
 lau,1.0,9.0,129306.0
 law,0.0,30.0,129285.0
 lay,0.0,12.0,129303.0
 lcl,0.0,1.0,129314.0
 ld$,0.0,2.0,129313.0
 le$,0.0,1.0,129314.0
 lea,40.84,1275.0,128040.0
 leb,1.0,2.0,129313.0
 lec,0.0,7.0,129308.0
 led,0.0,5.0,129310.0
 lee,0.0,2.0,129313.0
 leg,0.75,46.0,129269.0
 lei,0.0,1.0,129314.0
 lel,0.0,1.0,129314.0
 len,1.0,58.0,129257.0
 ler,0.0,1.0,129314.0
 les,0.0,1.0,129314.0
 let,0.0,28.0,129287.0
 lev,1.0,33.0,129282.0
 lew,0.0,1.0,129314.0
 lia,1.98,87.0,129228.0
 lib,0.0,42.0,129273.0
 lic,0.0,17.0,129298.0
 lie,0.75,42.0,129273.0
 lif,1.75,51.0,129264.0
 lig,1.0,3.0,129312.0
 lim,0.75,6.0,129309.0
 lin,4.41,119.0,129196.0
 liq,0.0,1.0,129314.0
 lis,0.0,4.0,129311.0
 lit,0.23,13.0,129302.0
 liv,0.0,12.0,129303.0
 ll$,1.0,9.0,129306.0
 llc,0.0,15.0,129300.0
 lll,0.0,5.0,129310.0
 llp,0.0,1.0,129314.0
 lms,0.0,1.0,129314.0
 lno,0.0,1.0,129314.0
 lo ,1.0,1.0,129314.0
 lo$,0.0,2.0,129313.0
 loa,6.4399999999999995,221.0,129094.0
 lob,0.0,2.0,129313.0
 loc,0.0,18.0,129297.0
 log,2.21,91.0,129224.0
 lon,0.0,1.0,129314.0
 los,0.75,28.0,129287.0
 lot,0.0,2.0,129313.0
 lou,0.0,2.0,129313.0
 lov,0.0,1.0,129314.0
 low,0.0,1.0,129314.0
 lp ,0.0,1.0,129314.0
 lpn,0.0,11.0,129304.0
 lpo,0.0,1.0,129314.0
 lr ,0.0,1.0,129314.0
 lrt,0.0,1.0,129314.0
 lss,0.0,1.0,129314.0
 lt$,0.0,3.0,129312.0
 ltc,0.0,2.0,129313.0
 lub,1.0,3.0,129312.0
 lum,0.75,1.0,129314.0
 lun,0.0,2.0,129313.0
 lux,0.0,1.0,129314.0
 lvf,0.0,1.0,129314.0
 lvl,0.0,1.0,129314.0
 lvn,0.0,4.0,129311.0
 lwd,0.0,1.0,129314.0
 lym,0.0,1.0,129314.0
 m  ,0.0,1.0,129314.0
 m j,0.0,1.0,129314.0
 m m,0.0,1.0,129314.0
 ma ,0.0,1.0,129314.0
 ma$,1.0,1.0,129314.0
 maa,0.0,8.0,129307.0
 mab,0.0,1.0,129314.0
 mac,12.25,116.0,129199.0
 mad,0.0,1.0,129314.0
 mag,0.0,3.0,129312.0
 mai,11.600000000000001,367.0,128948.0
 maj,0.0,24.0,129291.0
 mak,4.73,70.0,129245.0
 mam,2.0,11.0,129304.0
 man,569.5100000000015,17270.0,112045.0
 map,0.0,4.0,129311.0
 mar,12.770000000000001,480.0,128835.0
 mas,2.23,68.0,129247.0
 mat,1.75,96.0,129219.0
 max,0.0,3.0,129312.0
 may,0.0,4.0,129311.0
 mba,0.0,1.0,129314.0
 mbr,0.0,1.0,129314.0
 mc$,0.0,1.0,129314.0
 mcr,0.0,1.0,129314.0
 md ,0.0,1.0,129314.0
 md$,0.0,3.0,129312.0
 mds,0.0,5.0,129310.0
 me ,0.0,1.0,129314.0
 mea,1.0,18.0,129297.0
 mec,18.14,550.0,128765.0
 med,11.870000000000001,268.0,129047.0
 mee,0.0,8.0,129307.0
 mek,0.0,1.0,129314.0
 mel,0.0,2.0,129313.0
 mem,6.69,136.0,129179.0
 men,0.23,30.0,129285.0
 mer,2.75,80.0,129235.0
 mes,1.0,7.0,129308.0
 met,2.5,46.0,129269.0
 meu,0.0,1.0,129314.0
 mfg,1.0,6.0,129309.0
 mgm,0.23,53.0,129262.0
 mgn,0.0,1.0,129314.0
 mgr,17.130000000000003,458.0,128857.0
 mgt,0.0,9.0,129306.0
 mhe,0.0,1.0,129314.0
 mhm,0.0,1.0,129314.0
 mia,0.0,1.0,129314.0
 mic,0.0,7.0,129308.0
 mid,0.0,15.0,129300.0
 mie,0.0,1.0,129314.0
 mif,0.0,1.0,129314.0
 mig,0.75,2.0,129313.0
 mil,1.73,22.0,129293.0
 min,1.5,56.0,129259.0
 mir,0.0,1.0,129314.0
 mis,1.0,11.0,129304.0
 mit,2.0,16.0,129299.0
 mix,0.0,8.0,129307.0
 mkt,0.0,4.0,129311.0
 mle,0.0,1.0,129314.0
 mm2,0.0,1.0,129314.0
 mma,0.0,1.0,129314.0
 mmc,0.0,1.0,129314.0
 mmn,0.0,1.0,129314.0
 mna,1.0,7.0,129308.0
 mng,1.0,26.0,129289.0
 mo ,0.0,1.0,129314.0
 mo$,0.0,1.0,129314.0
 mob,0.0,10.0,129305.0
 mod,0.0,8.0,129307.0
 mog,0.0,1.0,129314.0
 mol,0.0,12.0,129303.0
 mom,0.0,1.0,129314.0
 mon,3.23,35.0,129280.0
 moo,0.0,1.0,129314.0
 mor,7.0,66.0,129249.0
 mot,0.0,8.0,129307.0
 mou,0.0,2.0,129313.0
 mov,0.0,6.0,129309.0
 mow,0.0,1.0,129314.0
 mpa,0.0,1.0,129314.0
 mrg,1.0,2.0,129313.0
 mri,0.0,6.0,129309.0
 mrr,0.0,1.0,129314.0
 msc,0.0,1.0,129314.0
 msn,0.0,2.0,129313.0
 msr,0.0,1.0,129314.0
 msw,0.0,2.0,129313.0
 mt ,0.0,2.0,129313.0
 mt$,0.0,1.0,129314.0
 mta,0.0,1.0,129314.0
 mtc,0.0,2.0,129313.0
 mtg,0.0,1.0,129314.0
 mtm,0.0,1.0,129314.0
 mts,0.0,1.0,129314.0
 mul,1.23,15.0,129300.0
 mun,0.0,3.0,129312.0
 mur,0.0,1.0,129314.0
 mus,0.91,23.0,129292.0
 mut,0.75,3.0,129312.0
 muu,0.0,1.0,129314.0
 mx ,0.0,1.0,129314.0
 my ,0.0,1.0,129314.0
 n a,0.0,3.0,129312.0
 n g,0.0,1.0,129314.0
 n s,0.0,4.0,129311.0
 na ,0.0,2.0,129313.0
 na$,0.0,5.0,129310.0
 nac,0.0,2.0,129313.0
 nag,0.0,1.0,129314.0
 nai,0.0,1.0,129314.0
 nam,0.0,2.0,129313.0
 nan,0.0,6.0,129309.0
 nas,0.0,1.0,129314.0
 nat,2.0,22.0,129293.0
 nav,1.0,16.0,129299.0
 nc ,0.0,2.0,129313.0
 nco,1.33,77.0,129238.0
 ncp,0.0,1.0,129314.0
 ncv,0.0,1.0,129314.0
 nde,0.0,1.0,129314.0
 ndi,0.0,1.0,129314.0
 ndt,0.0,1.0,129314.0
 ne$,0.0,1.0,129314.0
 nee,1.75,6.0,129309.0
 neg,0.0,9.0,129306.0
 nei,0.0,2.0,129313.0
 nep,0.0,1.0,129314.0
 ner,0.0,1.0,129314.0
 net,5.73,143.0,129172.0
 neu,0.0,12.0,129303.0
 new,1.0,29.0,129286.0
 nf0,0.0,1.0,129314.0
 nh ,0.0,1.0,129314.0
 nic,1.0,2.0,129313.0
 nig,0.0,13.0,129302.0
 nih,0.0,1.0,129314.0
 nir,0.0,1.0,129314.0
 nis,0.0,1.0,129314.0
 nit,0.0,1.0,129314.0
 nix,0.0,1.0,129314.0
 nj ,0.0,1.0,129314.0
 nm$,0.0,1.0,129314.0
 nnp,0.0,1.0,129314.0
 no ,0.0,2.0,129313.0
 noc,0.0,2.0,129313.0
 nod,0.0,1.0,129314.0
 noe,0.0,1.0,129314.0
 non,0.75,9.0,129306.0
 nop,0.0,1.0,129314.0
 nor,1.0,12.0,129303.0
 not,0.0,2.0,129313.0
 now,0.0,1.0,129314.0
 np$,0.0,2.0,129313.0
 npi,0.0,1.0,129314.0
 nuc,0.0,8.0,129307.0
 nuk,0.0,1.0,129314.0
 nur,70.83999999999996,2444.0,126871.0
 nus,0.0,1.0,129314.0
 nut,1.75,21.0,129294.0
 nvo,0.0,1.0,129314.0
 nw ,0.0,1.0,129314.0
 ny ,0.0,1.0,129314.0
 ny$,0.0,2.0,129313.0
 nyc,0.0,1.0,129314.0
 o d,0.0,1.0,129314.0
 o o,0.75,1.0,129314.0
 o s,0.0,1.0,129314.0
 o t,0.0,1.0,129314.0
 o1$,0.0,1.0,129314.0
 o3 ,0.0,1.0,129314.0
 o4$,0.0,2.0,129313.0
 oa$,0.0,1.0,129314.0
 oay,0.0,1.0,129314.0
 ob ,0.0,1.0,129314.0
 obj,0.0,1.0,129314.0
 obs,0.0,4.0,129311.0
 occ,0.0,13.0,129302.0
 oce,0.0,2.0,129313.0
 od$,0.0,1.0,129314.0
 oem,0.0,1.0,129314.0
 of ,73.53999999999998,2691.0,126624.0
 of$,0.0,2.0,129313.0
 ofc,0.0,2.0,129313.0
 off,112.49999999999999,3122.0,126193.0
 ofi,0.0,6.0,129309.0
 ofm,0.0,1.0,129314.0
 ohi,0.0,1.0,129314.0
 oie,0.75,1.0,129314.0
 oil,1.0,5.0,129310.0
 ojt,0.0,1.0,129314.0
 ok ,0.0,1.0,129314.0
 old,0.0,2.0,129313.0
 ole,1.0,1.0,129314.0
 om$,0.0,1.0,129314.0
 on ,0.0,19.0,129296.0
 on$,0.0,1.0,129314.0
 ona,0.0,1.0,129314.0
 onb,0.0,1.0,129314.0
 onc,1.0,12.0,129303.0
 one,1.0,4.0,129311.0
 onl,1.75,10.0,129305.0
 ons,0.0,2.0,129313.0
 oor,0.0,1.0,129314.0
 op ,0.0,4.0,129311.0
 op$,1.75,27.0,129288.0
 ope,119.6,2875.0,126440.0
 oph,0.0,7.0,129308.0
 opo,0.0,1.0,129314.0
 opp,0.0,29.0,129286.0
 opr,1.0,6.0,129309.0
 ops,2.0,76.0,129239.0
 opt,1.0,29.0,129286.0
 or ,0.0,13.0,129302.0
 or$,0.0,2.0,129313.0
 ora,1.0,6.0,129309.0
 ord,2.0,24.0,129291.0
 ore,0.0,1.0,129314.0
 org,2.0,15.0,129300.0
 ori,1.9100000000000001,30.0,129285.0
 ork,0.0,1.0,129314.0
 orp,0.0,2.0,129313.0
 ort,0.0,4.0,129311.0
 os ,0.0,1.0,129314.0
 osp,0.0,1.0,129314.0
 oss,0.0,1.0,129314.0
 ot$,0.0,1.0,129314.0
 otr,0.0,2.0,129313.0
 out,1.0,42.0,129273.0
 ove,0.0,13.0,129302.0
 own,1.0,84.0,129231.0
 p  ,0.0,1.0,129314.0
 p a,0.0,3.0,129312.0
 p c,0.0,4.0,129311.0
 p e,0.0,1.0,129314.0
 p h,0.0,1.0,129314.0
 p l,0.0,1.0,129314.0
 p m,0.0,4.0,129311.0
 p s,0.0,5.0,129310.0
 pa ,0.75,1.0,129314.0
 pa$,0.0,4.0,129311.0
 pac,1.0,34.0,129281.0
 pag,0.0,4.0,129311.0
 pai,2.48,36.0,129279.0
 pak,0.0,1.0,129314.0
 pal,0.0,1.0,129314.0
 pan,0.0,2.0,129313.0
 pap,0.0,7.0,129308.0
 par,19.23,411.0,128904.0
 pas,0.75,103.0,129212.0
 pat,1.46,173.0,129142.0
